gender,race,residence,income,school_type,hooks,major,sat,ec_awards,essay_lor_interview,acceptances,waitlists,rejections,note,acceptances_clean,waitlists_clean,rejections_clean,num_acceptances,num_waitlists,num_rejections
M,BLACK,CA,Low,PUBLIC,URM,CS,1410,6.5,7.5,"['*CORNELL', '*BERKELEY', '*UCSD', '*CMU', '*UCI']",[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*CALTECH', '*UPENN']",NA,"CORNELL, BERKELEY, UCSD, CMU, UCI",,"UCLA, HARVARD, YALE, BROWN, STANFORD, COLUMBIA, PRINCETON, CALTECH, UPENN",5,0,9
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1400,2,2.5,"['*POMONA', '*UPENN', '*UCSC', '*FORDHAM']","['*UCSD', '*CASE WESTERN']","['*UCLA', '*BERKELEY', '*USC', '*UCR', '*TUFTS', '*UCI']",NA,"POMONA, UPENN, UCSC, FORDHAM","UCSD, CASE WESTERN","UCLA, BERKELEY, USC, UCR, TUFTS, UCI",4,2,6
F,ASIAN,WA,High,PUBLIC,NONE,POLISCI,1320,7.5,7.8,"['*COLUMBIA', '*PURDUE']",['*UW MADISON'],"['*GEORGIA TECH', '*NYU', '*FORDHAM', '*NORTHEASTERN']",NA,"COLUMBIA, PURDUE",UW MADISON,"GEORGIA TECH, NYU, FORDHAM, NORTHEASTERN",2,1,4
T,WHITE,CO,Low,PUBLIC,FIRST-GEN,PSYCH,1350,5.5,2.5,['*COLUMBIA'],[],"['*YALE', '*COLUMBIA', '*UPENN', '*UVA']",NA,COLUMBIA,,"YALE, COLUMBIA, UPENN, UVA",1,0,4
F,BLACK,CO,NA,PUBLIC,URM,NEUROSCIENCE,1530,7.5,3.7,"['*YALE', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*JOHNS HOPKINS', '*POMONA', '*VANDERBILT', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*HARVEY MUDD']",['*TUFTS'],"['*HARVARD', '*BROWN', '*STANFORD', '*CORNELL', '*PRINCETON', '*UPENN', '*USC']",NA,"YALE, NORTHWESTERN, COLUMBIA, DUKE, JOHNS HOPKINS, POMONA, VANDERBILT, BOSTON UNIVERSITY, NORTHEASTERN, HARVEY MUDD",TUFTS,"HARVARD, BROWN, STANFORD, CORNELL, PRINCETON, UPENN, USC",10,1,7
F,ASIAN,WA,Middle,PUBLIC,NONE,CS,1540,6.5,6.5,"['*MIT', '*PURDUE', '*UMICH', '*San Jose State University', '*ARIZONA STATE']",[],"['*GEORGIA TECH', '*UIUC']",NA,"MIT, PURDUE, UMICH, San Jose State University, ARIZONA STATE",,"GEORGIA TECH, UIUC",5,0,2
F,ASIAN,NE,High,PUBLIC,FIRST-GEN,UNDECIDED,1460,6.5,2.5,['*UT-DALLAS'],['*BOSTON UNIVERSITY'],[],NA,UT-DALLAS,BOSTON UNIVERSITY,,1,1,0
M,ASIAN,CA,Low,PUBLIC,LGBT,CS,1560,3.5,4.5,"['*UCLA', '*BERKELEY', '*UCSD', '*POMONA', '*UCSB', '*UCSC', '*UCR', '*UCI']",[],['*USC'],NA,"UCLA, BERKELEY, UCSD, POMONA, UCSB, UCSC, UCR, UCI",,USC,8,0,1
F,ASIAN,OR,Low,PUBLIC,NONE,CS,1520,7.5,7.8,"['*UCLA', '*GEORGIA TECH', '*NORTHEASTERN', '*UVA', '*UCI']","['*JOHNS HOPKINS', '*CMU', '*WASHU']",['*UCHICAGO'],NA,"UCLA, GEORGIA TECH, NORTHEASTERN, UVA, UCI","JOHNS HOPKINS, CMU, WASHU",UCHICAGO,5,3,1
M,WHITE,LA,High,PUBLIC,NONE,NEUROSCIENCE,1480,5.5,6.5,[],[],[],NA,,,,0,0,0
F,WHITE,LA,Low,PRIVATE,NONE,CS,1360,3.5,5.5,"['*UPENN', '*TULANE']","['*VIRGINIA TECH', '*UVA']",[],NA,"UPENN, TULANE","VIRGINIA TECH, UVA",,2,2,0
M,WHITE,TX,Low,PUBLIC,URM,ENG,1180,3.5,7.5,"['*UT-AUSTIN', '*UVA']",[],['*CMU'],NA,"UT-AUSTIN, UVA",,CMU,2,0,1
M,ASIAN,CA,High,PUBLIC,FIRST-GEN,CS,1390,4,4.5,"['*PURDUE', '*POMONA', '*UCR', '*ARIZONA STATE']",['*UCSC'],"['*UCD', '*UIUC', '*TULANE', '*UCI']",NA,"PURDUE, POMONA, UCR, ARIZONA STATE",UCSC,"UCD, UIUC, TULANE, UCI",4,1,4
F,ASIAN,IN,Low,PRIVATE,NONE,CS,1470,6.5,6.8,"['*COLUMBIA', '*UCSD', '*UCD', '*UIUC', '*RUTGERS', '*NORTHEASTERN']",['*UCSB'],['*BOSTON UNIVERSITY'],NA,"COLUMBIA, UCSD, UCD, UIUC, RUTGERS, NORTHEASTERN",UCSB,BOSTON UNIVERSITY,6,1,1
F,WHITE,LA,High,PUBLIC,NONE,BIO,1400,3.5,6.8,"['*UMICH', '*UCD', '*UCSC']",['*BOSTON UNIVERSITY'],[],NA,"UMICH, UCD, UCSC",BOSTON UNIVERSITY,,3,1,0
M,WHITE,CO,Low,NA,NONE,CS,1520,6.5,7.3,[],"['*SWARTHMORE', '*COLGATE']","['*UCLA', '*BROWN', '*CORNELL', '*BERKELEY', '*WILLIAMS', '*TUFTS']",NA,,"SWARTHMORE, COLGATE","UCLA, BROWN, CORNELL, BERKELEY, WILLIAMS, TUFTS",0,2,6
M,WHITE,LA,Low,PRIVATE,NONE,CS,1500,7.5,6.5,"['*NORTHEASTERN', '*COLGATE']",[],"['*SWARTHMORE', '*WILLIAMS']",NA,"NORTHEASTERN, COLGATE",,"SWARTHMORE, WILLIAMS",2,0,2
M,ASIAN,CA,High,PUBLIC,NONE,PUBLIC POLICY,1560,8.5,8.5,"['*UCLA', '*NORTHWESTERN', '*COLUMBIA', '*PURDUE', '*UMICH', '*UCD', '*UCI']",[],"['*HARVARD', '*BERKELEY']",NA,"UCLA, NORTHWESTERN, COLUMBIA, PURDUE, UMICH, UCD, UCI",,"HARVARD, BERKELEY",7,0,2
M,WHITE,CO,Low,NA,LEGACY,CS,1510,5.5,1,['*UPENN'],[],[],NA,UPENN,,,1,0,0
F,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1530,6.5,4.2,"['*UCSD', '*SWARTHMORE', '*UCSB', '*UCD', '*UCI']","['*UCLA', '*POMONA', '*BOSTON UNIVERSITY']","['*YALE', '*BERKELEY', '*PRINCETON', '*NYU', '*UPENN', '*EMORY', '*USC', '*WASHU', '*NORTHEASTERN', '*UCHICAGO']",NA,"UCSD, SWARTHMORE, UCSB, UCD, UCI","UCLA, POMONA, BOSTON UNIVERSITY","YALE, BERKELEY, PRINCETON, NYU, UPENN, EMORY, USC, WASHU, NORTHEASTERN, UCHICAGO",5,3,10
F,ASIAN,IN,Low,NA,URM,MUSIC,1520,6.5,4.5,"['*NORTHWESTERN', '*NYU']",[],"['*BROWN', '*USC']",NA,"NORTHWESTERN, NYU",,"BROWN, USC",2,0,2
M,WHITE,IN,Low,PUBLIC,NONE,BIO,1540,7.5,7.5,"['*MIT', '*PURDUE']","['*VANDERBILT', '*NYU', '*BOSTON UNIVERSITY']","['*NORTHWESTERN', '*MIT', '*WASHU']",NA,"MIT, PURDUE","VANDERBILT, NYU, BOSTON UNIVERSITY","NORTHWESTERN, MIT, WASHU",2,3,3
F,ASIAN,CO,Low,NA,NONE,BUSINESS,1540,6.5,1,"['*CMU', '*WASHU', '*UT-AUSTIN']",['*NORTHEASTERN'],['*USC'],NA,"CMU, WASHU, UT-AUSTIN",NORTHEASTERN,USC,3,1,1
F,BLACK,NY,Low,PUBLIC,URM,PREMED,1430,5,4.2,"['*NORTHWESTERN', '*CASE WESTERN', '*USC', '*FORDHAM']","['*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN', '*UNC CHAPEL HILL']","['*DUKE', '*NYU']",NA,"NORTHWESTERN, CASE WESTERN, USC, FORDHAM","BOSTON UNIVERSITY, BOSTON COLLEGE, NORTHEASTERN, UNC CHAPEL HILL","DUKE, NYU",4,4,2
F,ASIAN,CA,Low,NA,LEGACY,BUSINESS,1500,1,0.5,"['*PURDUE', '*NYU', '*UPENN', '*NORTHEASTERN']","['*CMU', '*UCD']","['*UCLA', '*BERKELEY', '*GEORGIA TECH', '*UMICH', '*UCSC', '*UCI']",NA,"PURDUE, NYU, UPENN, NORTHEASTERN","CMU, UCD","UCLA, BERKELEY, GEORGIA TECH, UMICH, UCSC, UCI",4,2,6
F,ASIAN,CO,Low,NA,LEGACY,ARTS,1500,6.5,1.5,"['*UCD', '*TUFTS']","['*NYU', '*UMICH']","['*UCLA', '*UCI']",NA,"UCD, TUFTS","NYU, UMICH","UCLA, UCI",2,2,2
F,WHITE,MI,Low,PUBLIC,LEGACY,CS,1540,6.5,8.7,['*UMICH'],['*VANDERBILT'],"['*YALE', '*BROWN', '*SWARTHMORE', '*WILLIAMS']",NA,UMICH,VANDERBILT,"YALE, BROWN, SWARTHMORE, WILLIAMS",1,1,4
M,WHITE,HI,Low,NA,NONE,CS,1440,3.5,8,[],[],[],NA,,,,0,0,0
F,WHITE,NA,Low,PUBLIC,FIRST-GEN,LAW,1300,5.5,6.5,[],"['*CORNELL', '*SWARTHMORE']","['*DARTMOUTH', '*EMORY']",NA,,"CORNELL, SWARTHMORE","DARTMOUTH, EMORY",0,2,2
F,WHITE,CA,NA,PUBLIC,NONE,CS,1470,6.5,4.5,"['*UCLA', '*COLUMBIA', '*UCSD', '*USC', '*UCSB', '*UCD', '*UCR', '*San Jose State University', '*UCI']","['*BERKELEY', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*NYU']",NA,"UCLA, COLUMBIA, UCSD, USC, UCSB, UCD, UCR, San Jose State University, UCI","BERKELEY, BOSTON UNIVERSITY, NORTHEASTERN","HARVARD, NORTHWESTERN, COLUMBIA, NYU",9,3,4
M,ASIAN,MI,Low,NA,NONE,NA,1590,7.5,4.5,['*UCI'],"['*WILLIAMS', '*UMICH']","['*UCLA', '*BERKELEY', '*GEORGIA TECH', '*RICE', '*WASHU']",NA,UCI,"WILLIAMS, UMICH","UCLA, BERKELEY, GEORGIA TECH, RICE, WASHU",1,2,5
M,ASIAN,OH,Low,PRIVATE,NONE,NA,1560,9.5,8.2,[],['*PURDUE'],"['*CORNELL', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*RICE', '*UIUC']",NA,,PURDUE,"CORNELL, GEORGIA TECH, DARTMOUTH, CMU, RICE, UIUC",0,1,6
M,WHITE,NY,Low,PUBLIC,NONE,ENG,1530,2,6.5,[],"['*CMU', '*CASE WESTERN']","['*HARVARD', '*YALE', '*CORNELL', '*PRINCETON', '*MIT', '*PURDUE', '*UPENN', '*NORTHEASTERN']",NA,,"CMU, CASE WESTERN","HARVARD, YALE, CORNELL, PRINCETON, MIT, PURDUE, UPENN, NORTHEASTERN",0,2,8
F,ASIAN,CA,Low,PUBLIC,NONE,ENG,1440,5.5,3.5,"['*BERKELEY', '*UCI']",[],"['*UCLA', '*BERKELEY', '*UCI']",NA,"BERKELEY, UCI",,"UCLA, BERKELEY, UCI",2,0,3
F,WHITE,MI,Low,NA,NONE,NEUROSCIENCE,1500,3.5,7.5,['*COLGATE'],"['*HARVARD', '*BOSTON UNIVERSITY']","['*BROWN', '*JOHNS HOPKINS', '*SWARTHMORE']",NA,COLGATE,"HARVARD, BOSTON UNIVERSITY","BROWN, JOHNS HOPKINS, SWARTHMORE",1,2,3
F,ASIAN,CO,Low,PUBLIC,NONE,MATH,1560,6.5,4.5,['*NORTHEASTERN'],['*PURDUE'],"['*YALE', '*UIUC', '*TUFTS']",NA,NORTHEASTERN,PURDUE,"YALE, UIUC, TUFTS",1,1,3
F,ASIAN,FL,Low,PUBLIC,NONE,ENG,1560,6.5,6.3,"['*NORTHWESTERN', '*VANDERBILT']","['*JOHNS HOPKINS', '*EMORY', '*WASHU']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*UMICH']",NA,"NORTHWESTERN, VANDERBILT","JOHNS HOPKINS, EMORY, WASHU","HARVARD, YALE, BROWN, STANFORD, COLUMBIA, CORNELL, DUKE, UMICH",2,3,8
M,ASIAN,CA,Low,NA,NONE,CS,1480,5.5,0,"['*UCLA', '*BERKELEY', '*UCSD', '*NYU', '*USC', '*UCI']",[],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*JOHNS HOPKINS', '*UPENN']",NA,"UCLA, BERKELEY, UCSD, NYU, USC, UCI",,"UCLA, YALE, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, CORNELL, JOHNS HOPKINS, UPENN",6,0,9
M,BLACK,INTERNATIONAL,High,PRIVATE,NONE,CS,1580,8.5,4.5,"['*COLUMBIA', '*PRINCETON', '*GEORGIA TECH', '*PURDUE', '*UPENN']",[],"['*CORNELL', '*CALTECH', '*UVA']",NA,"COLUMBIA, PRINCETON, GEORGIA TECH, PURDUE, UPENN",,"CORNELL, CALTECH, UVA",5,0,3
M,ASIAN,NA,High,PUBLIC,FIRST-GEN,CS,1440,2,6.5,"['*CORNELL', '*BERKELEY', '*RICE', '*RUTGERS', '*NORTHEASTERN', '*UVA']","['*UCLA', '*CMU', '*BOSTON UNIVERSITY']","['*BROWN', '*DUKE', '*VANDERBILT', '*UPENN', '*UT-AUSTIN']",NA,"CORNELL, BERKELEY, RICE, RUTGERS, NORTHEASTERN, UVA","UCLA, CMU, BOSTON UNIVERSITY","BROWN, DUKE, VANDERBILT, UPENN, UT-AUSTIN",6,3,5
M,ASIAN,WA,Low,PRIVATE,NONE,CS,1560,8.5,8.7,[],"['*COLUMBIA', '*CORNELL', '*PRINCETON']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*UPENN']",NA,,"COLUMBIA, CORNELL, PRINCETON","HARVARD, YALE, STANFORD, NORTHWESTERN, DUKE, UPENN",0,3,6
M,ASIAN,TX,Middle,PUBLIC,NONE,CS,1580,6.5,7.3,"['*UCSD', '*PURDUE', '*NYU', '*USC', '*UCSB', '*UT-AUSTIN']",['*RICE'],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*UPENN']",NA,"UCSD, PURDUE, NYU, USC, UCSB, UT-AUSTIN",RICE,"UCLA, YALE, BROWN, STANFORD, COLUMBIA, CORNELL, BERKELEY, PRINCETON, UPENN",6,1,9
M,WHITE,LA,High,PRIVATE,NONE,NEUROSCIENCE,1570,6,4.7,"['*UCLA', '*CORNELL', '*EMORY']","['*CMU', '*NYU', '*WASHU', '*UCHICAGO', '*UVA', '*UCI']","['*BROWN', '*BERKELEY', '*PRINCETON']",NA,"UCLA, CORNELL, EMORY","CMU, NYU, WASHU, UCHICAGO, UVA, UCI","BROWN, BERKELEY, PRINCETON",3,6,3
M,ASIAN,MD,NA,PUBLIC,NONE,CS,1520,6.5,3.5,[],[],"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*UPENN']",NA,,,"HARVARD, STANFORD, NORTHWESTERN, COLUMBIA, BERKELEY, PRINCETON, UPENN",0,0,7
F,ASIAN,GA,Low,PUBLIC,FIRST-GEN,POLISCI,1420,6.5,7.5,"['*HARVARD', '*YALE']",['*NORTHEASTERN'],['*CORNELL'],NA,"HARVARD, YALE",NORTHEASTERN,CORNELL,2,1,1
F,ASIAN,NA,Low,PRIVATE,NONE,BIO,1530,7.5,6.5,['*MIT'],"['*RICE', '*EMORY']","['*YALE', '*BROWN', '*NORTHWESTERN', '*DUKE']",NA,MIT,"RICE, EMORY","YALE, BROWN, NORTHWESTERN, DUKE",1,2,4
F,WHITE,IN,Low,PRIVATE,NONE,CS,1490,6.5,4.5,['*UCD'],"['*UCLA', '*BERKELEY']","['*YALE', '*COLUMBIA', '*RICE', '*NYU', '*EMORY', '*TUFTS']",NA,UCD,"UCLA, BERKELEY","YALE, COLUMBIA, RICE, NYU, EMORY, TUFTS",1,2,6
M,WHITE,MI,NA,PRIVATE,LEGACY,CS,1540,6.5,4.7,"['*CORNELL', '*CASE WESTERN', '*TUFTS']",['*DARTMOUTH'],"['*YALE', '*BROWN', '*NORTHWESTERN', '*WILLIAMS']",NA,"CORNELL, CASE WESTERN, TUFTS",DARTMOUTH,"YALE, BROWN, NORTHWESTERN, WILLIAMS",3,1,4
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1530,8.5,8.7,"['*UCSD', '*PURDUE', '*UPENN', '*UMICH', '*UIUC', '*NORTHEASTERN']",['*UCLA'],"['*BERKELEY', '*NYU']",NA,"UCSD, PURDUE, UPENN, UMICH, UIUC, NORTHEASTERN",UCLA,"BERKELEY, NYU",6,1,2
F,WHITE,NE,Low,PUBLIC,NONE,HISTORY,1550,5,7.5,"['*YALE', '*NORTHWESTERN', '*DARTMOUTH', '*BOSTON COLLEGE', '*FORDHAM', '*NORTHEASTERN']",['*HARVARD'],['*COLUMBIA'],NA,"YALE, NORTHWESTERN, DARTMOUTH, BOSTON COLLEGE, FORDHAM, NORTHEASTERN",HARVARD,COLUMBIA,6,1,1
M,WHITE,CA,Low,PRIVATE,NONE,CS,1550,7.5,4.5,"['*UCLA', '*UCSD', '*JOHNS HOPKINS', '*UPENN', '*UCSB', '*UIUC', '*NORTHEASTERN']","['*CORNELL', '*CMU', '*NYU']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*UVA']",NA,"UCLA, UCSD, JOHNS HOPKINS, UPENN, UCSB, UIUC, NORTHEASTERN","CORNELL, CMU, NYU","HARVARD, YALE, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, BERKELEY, PRINCETON, DARTMOUTH, UPENN, UVA",7,3,11
F,WHITE,TX,Low,CHARTER,LEGACY,CS,1540,6,7.5,[],"['*RICE', '*POMONA', '*EMORY', '*NORTHEASTERN']","['*NORTHWESTERN', '*COLUMBIA', '*SWARTHMORE', '*TUFTS', '*UCHICAGO']",NA,,"RICE, POMONA, EMORY, NORTHEASTERN","NORTHWESTERN, COLUMBIA, SWARTHMORE, TUFTS, UCHICAGO",0,4,5
M,ASIAN,CA,Low,PUBLIC,LEGACY,BIO,1430,4.5,6.8,"['*CORNELL', '*UCSD', '*EMORY', '*UIUC', '*BOSTON UNIVERSITY', '*UW MADISON', '*UCI']","['*UCLA', '*CASE WESTERN']","['*BROWN', '*NORTHWESTERN', '*BERKELEY', '*RICE', '*VANDERBILT', '*NYU', '*UPENN', '*UMICH', '*USC', '*WASHU', '*NORTHEASTERN', '*TUFTS']",NA,"CORNELL, UCSD, EMORY, UIUC, BOSTON UNIVERSITY, UW MADISON, UCI","UCLA, CASE WESTERN","BROWN, NORTHWESTERN, BERKELEY, RICE, VANDERBILT, NYU, UPENN, UMICH, USC, WASHU, NORTHEASTERN, TUFTS",7,2,12
M,ASIAN,UT,Low,NA,NONE,CHEMISTRY,1540,5.5,8.2,"['*UCLA', '*DARTMOUTH', '*UCI']",['*CMU'],"['*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*WASHU']",NA,"UCLA, DARTMOUTH, UCI",CMU,"NORTHWESTERN, CORNELL, BERKELEY, NYU, UPENN, WASHU",3,1,6
M,ASIAN,WI,Low,PRIVATE,NONE,BUSINESS,1490,6.5,3.5,"['*UPENN', '*UIUC']",[],"['*NORTHWESTERN', '*UMICH', '*EMORY', '*WASHU', '*UT-AUSTIN', '*NORTHEASTERN', '*UVA']",NA,"UPENN, UIUC",,"NORTHWESTERN, UMICH, EMORY, WASHU, UT-AUSTIN, NORTHEASTERN, UVA",2,0,7
M,ASIAN,IN,Low,PRIVATE,NONE,BUSINESS,1470,8.5,6.5,['*EMORY'],"['*UCLA', '*BERKELEY', '*UMICH']","['*CMU', '*NYU', '*UPENN', '*USC']",NA,EMORY,"UCLA, BERKELEY, UMICH","CMU, NYU, UPENN, USC",1,3,4
F,ASIAN,CA,Low,NA,NONE,CS,1500,5.5,2.5,"['*BERKELEY', '*GEORGIA TECH', '*PURDUE', '*VANDERBILT', '*EMORY', '*NORTHEASTERN', '*COLGATE', '*UCI']",['*NYU'],"['*UCLA', '*DUKE', '*UCSD', '*SWARTHMORE', '*RICE', '*POMONA', '*WILLIAMS', '*UVA']",NA,"BERKELEY, GEORGIA TECH, PURDUE, VANDERBILT, EMORY, NORTHEASTERN, COLGATE, UCI",NYU,"UCLA, DUKE, UCSD, SWARTHMORE, RICE, POMONA, WILLIAMS, UVA",8,1,8
M,ASIAN,DC,Low,PRIVATE,NONE,NA,1520,7.5,6.5,"['*UCLA', '*GEORGIA TECH', '*RICE', '*UPENN']",[],"['*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*RICE', '*VANDERBILT', '*NORTHEASTERN']",NA,"UCLA, GEORGIA TECH, RICE, UPENN",,"HARVARD, STANFORD, BERKELEY, PRINCETON, RICE, VANDERBILT, NORTHEASTERN",4,0,7
M,WHITE,IN,Low,PUBLIC,NONE,BIO,1540,6.5,7.5,['*PURDUE'],"['*VANDERBILT', '*NYU', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON', '*MIT', '*DARTMOUTH', '*WASHU']",NA,PURDUE,"VANDERBILT, NYU, BOSTON UNIVERSITY","HARVARD, YALE, NORTHWESTERN, COLUMBIA, PRINCETON, MIT, DARTMOUTH, WASHU",1,3,8
M,ASIAN,MI,High,PUBLIC,NONE,BIO,1560,8.5,3.5,"['*STANFORD', '*UPENN', '*UMICH', '*CASE WESTERN', '*FORDHAM', '*ARIZONA STATE']",[],[],NA,"STANFORD, UPENN, UMICH, CASE WESTERN, FORDHAM, ARIZONA STATE",,,6,0,0
OTHER,ASIAN,CA,NA,PUBLIC,NONE,CS,1520,6.5,8.2,"['*UCLA', '*UCSD', '*PURDUE', '*POMONA', '*UCSC', '*UCR', '*UIUC', '*San Jose State University', '*ARIZONA STATE']","['*CMU', '*UCSB', '*UCD']","['*UCLA', '*HARVARD', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*GEORGIA TECH', '*UMICH']",NA,"UCLA, UCSD, PURDUE, POMONA, UCSC, UCR, UIUC, San Jose State University, ARIZONA STATE","CMU, UCSB, UCD","UCLA, HARVARD, STANFORD, COLUMBIA, CORNELL, BERKELEY, DUKE, GEORGIA TECH, UMICH",9,3,9
M,BLACK,NY,Low,PUBLIC,URM,CS,1410,6.5,8.5,"['*HARVARD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*UPENN', '*FORDHAM', '*NORTHEASTERN']",[],"['*DUKE', '*PRINCETON', '*NYU', '*UPENN']",NA,"HARVARD, COLUMBIA, CORNELL, PRINCETON, UPENN, FORDHAM, NORTHEASTERN",,"DUKE, PRINCETON, NYU, UPENN",7,0,4
M,ASIAN,IN,Low,PUBLIC,NONE,CS,1490,2.5,6.5,[],['*UCLA'],"['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*NYU', '*UCI']",NA,,UCLA,"HARVARD, YALE, STANFORD, COLUMBIA, CORNELL, DUKE, PRINCETON, NYU, UCI",0,1,9
M,ASIAN,CA,High,PUBLIC,NONE,CS,1550,8.5,3.5,"['*HARVARD', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*UCSD', '*MIT', '*CALTECH', '*ARIZONA STATE', '*UCI']","['*UCLA', '*DUKE']","['*NORTHWESTERN', '*COLUMBIA', '*BERKELEY']",NA,"HARVARD, STANFORD, COLUMBIA, BERKELEY, DUKE, UCSD, MIT, CALTECH, ARIZONA STATE, UCI","UCLA, DUKE","NORTHWESTERN, COLUMBIA, BERKELEY",10,2,3
M,WHITE,NA,Low,CHARTER,NONE,BIO,1530,3,6.3,['*PURDUE'],['*UMICH'],"['*YALE', '*STANFORD', '*DUKE', '*PURDUE', '*VANDERBILT']",NA,PURDUE,UMICH,"YALE, STANFORD, DUKE, PURDUE, VANDERBILT",1,1,5
F,WHITE,FL,Low,PUBLIC,NONE,CS,1560,1,4.7,"['*MIT', '*VANDERBILT', '*UVA']","['*SWARTHMORE', '*EMORY', '*UCHICAGO']","['*YALE', '*BROWN', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*UPENN', '*COLGATE', '*TUFTS', '*UNC CHAPEL HILL']",NA,"MIT, VANDERBILT, UVA","SWARTHMORE, EMORY, UCHICAGO","YALE, BROWN, CORNELL, DUKE, PRINCETON, GEORGIA TECH, UPENN, COLGATE, TUFTS, UNC CHAPEL HILL",3,3,10
M,ASIAN,CA,Low,PUBLIC,LEGACY,BUSINESS,1590,6.5,6.5,"['*BROWN', '*STANFORD', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*RICE', '*WILLIAMS', '*VANDERBILT', '*NYU', '*NORTHEASTERN']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*PRINCETON']","['*UCLA', '*YALE', '*USC']",NA,"BROWN, STANFORD, BERKELEY, DUKE, JOHNS HOPKINS, RICE, WILLIAMS, VANDERBILT, NYU, NORTHEASTERN","HARVARD, NORTHWESTERN, COLUMBIA, CORNELL, PRINCETON","UCLA, YALE, USC",10,5,3
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1590,6.5,2.5,"['*UCLA', '*GEORGIA TECH', '*PURDUE', '*UCSC', '*UCR', '*UIUC']","['*UMICH', '*UCSB', '*UCD', '*UVA']","['*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*UPENN', '*USC', '*San Jose State University', '*NORTHEASTERN']",NA,"UCLA, GEORGIA TECH, PURDUE, UCSC, UCR, UIUC","UMICH, UCSB, UCD, UVA","NORTHWESTERN, CORNELL, BERKELEY, DUKE, JOHNS HOPKINS, UPENN, USC, San Jose State University, NORTHEASTERN",6,4,9
M,ASIAN,IN,High,PRIVATE,NONE,ENG,1540,8.5,7.5,"['*BERKELEY', '*DARTMOUTH', '*CMU', '*UCD', '*UCSC', '*UIUC']",[],"['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*UCSD', '*DARTMOUTH', '*CMU', '*UPENN', '*UMICH', '*UCSB', '*UCD', '*UCSC', '*UCI']",NA,"BERKELEY, DARTMOUTH, CMU, UCD, UCSC, UIUC",,"UCLA, NORTHWESTERN, CORNELL, BERKELEY, DUKE, UCSD, DARTMOUTH, CMU, UPENN, UMICH, UCSB, UCD, UCSC, UCI",6,0,14
M,ASIAN,FL,High,PUBLIC,NONE,CS,1500,6.5,4.2,"['*PURDUE', '*UPENN', '*UMICH', '*RUTGERS', '*NORTHEASTERN', '*UW MADISON']","['*UCD', '*UCI']","['*UCLA', '*CORNELL', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*UIUC', '*BOSTON UNIVERSITY', '*UCHICAGO']",NA,"PURDUE, UPENN, UMICH, RUTGERS, NORTHEASTERN, UW MADISON","UCD, UCI","UCLA, CORNELL, BERKELEY, UCSD, GEORGIA TECH, UIUC, BOSTON UNIVERSITY, UCHICAGO",6,2,8
